row ID,row m/z,row retention time,OMICS_MHAE003_icMERS_12HRS_1_Lipid_027_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_3_Lipid_037_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_4_Lipid_022_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_2_Lipid_007_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_1_Lipid_041_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_1_Lipid_013_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_2_Lipid_031_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_5_Lipid_002_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_1_Lipid_049_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_4_Lipid_005_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_2_Lipid_050_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_1_Lipid_053_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_4_Lipid_023_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_5_Lipid_004_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_4_Lipid_034_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_1_Lipid_057_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_2_Lipid_033_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_3_Lipid_040_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_2_Lipid_039_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_4_Lipid_035_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_2_Lipid_059_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_1_Lipid_009_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_3_Lipid_021_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_3_Lipid_014_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_2_Lipid_001_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_1_Lipid_038_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_3_Lipid_058_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_5_Lipid_003_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_4_Lipid_008_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_5_Lipid_055_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_4_Lipid_029_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_5_Lipid_045_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_3_Lipid_052_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_5_Lipid_015_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_2_Lipid_032_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_5_Lipid_046_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_5_Lipid_020_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_4_Lipid_010_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_5_Lipid_019_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_1_Lipid_044_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_1_Lipid_056_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_2_Lipid_025_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_4_Lipid_047_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_3_Lipid_028_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_5_Lipid_017_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_3_Lipid_016_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_4_Lipid_051_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_3_Lipid_011_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_2_Lipid_043_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_3_Lipid_026_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,
6423,961.3327385532253,67.67961690476194,0,0,1015444.1404370033,0,2723019.791491195,0,0,1640801.1561558265,0,4566009.3494832795,8292868.414884824,0,1056080.6422023873,1884022.4688002472,1122769.1220158897,4868673.633587131,0,687205.5572939316,2447217.186671753,0,1326598.1884106996,0,0,2028541.4879148195,0,2653471.2477368666,0,0,0,0,0,0,0,967211.9314452272,0,0,0,2596210.179162496,0,0,0,0,982843.2917042573,0,1486961.9398697922,1931970.7692885194,0,8688422.297284499,0,2452311.7064352743,
6424,842.5812499629801,25.695563333333357,0,0,1156295.7462651932,0,0,974578.0715525226,624272.1458883871,0,0,1007822.730789911,0,0,0,0,0,0,932955.5298370221,0,0,0,0,0,844773.5441341798,0,930595.030820774,0,0,0,0,0,0,841256.9113763394,0,0,1076038.9391020832,0,0,0,974178.0083040597,0,0,0,0,1242881.9011554318,1140269.5045448202,0,0,1304475.2256149808,0,1427277.6980323938,
6426,454.49644817845433,69.12678833333332,0,0,1329931.6934033418,0,0,1712636.5666731927,0,0,0,0,0,0,2047334.0020326597,0,0,0,0,0,0,0,1304861.943595957,0,1851742.5150741276,0,0,0,0,0,0,1163768.1527077903,0,0,0,898739.625594729,0,1761039.6011047296,0,1.222586682779447E7,0,0,0,0,0,0,0,0,0,0,0,0,
6427,972.6438110207141,12.89332875,0,0,1758201.6930347877,0,1411116.088626099,1326243.702466291,0,0,0,0,0,1229421.4336887961,0,0,0,0,0,0,0,1093726.6986635048,1377672.7499570397,0,1361524.7560505064,0,0,1150087.8027633042,1619075.5567718649,0,1488876.5278207727,0,0,0,948765.5478269857,0,0,0,0,0,0,0,1624177.9662892264,0,0,0,0,0,0,0,0,0,
6430,1918.7932890186908,73.44786135416682,0,0,872598.3747617387,2718181.88751184,1541371.402654583,1001458.3576767908,0,0,2412542.182593092,0,0,0,1269978.0459980604,1832209.319988154,1984804.049811276,2308665.819905199,1277863.5025777528,0,0,0,1489756.5604176344,0,0,0,1714234.21640578,0,0,0,0,1298629.4588540844,0,959736.8858575736,0,2842002.0964727,0,1843819.3643188258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6440,724.6943896809912,75.03123455555546,0,0,1135817.297826835,0,0,0,2140109.979346767,0,4379978.467281251,628829.0898172773,851872.3817955531,415907.5208213041,3015344.0735395993,0,0,0,0,998256.277951501,0,3926077.7003885205,0,554406.7145800728,0,1301892.4569000318,0,1287531.7882280778,554554.5148383104,1814814.2138769357,508443.1442412408,2871903.5740036443,1485934.7617235892,1659797.4978879108,1238938.876544699,0,1000781.2735032944,4350218.781206259,299926.3723440743,1870879.0569425558,456556.8039999551,1204333.494316874,0,0,883297.9183873165,403366.48555973324,0,1358036.4016223808,948709.1694377847,0,815645.6486614365,0,
6441,826.6447720691955,39.619685656565686,0,0,1471813.946737505,421251.2391213518,0,424642.1800926617,0,0,0,0,0,561899.2012143208,0,0,697987.6743583495,515537.1368078708,784640.7213869571,524927.2594242453,0,363480.7098021347,601366.9031509873,948110.505807387,524050.7410978724,0,0,818304.937906145,680505.2189860865,0,222837.5803970069,664335.8549888683,607984.6965814847,477769.50473080465,269726.4921240511,510177.3705441841,1189874.62411699,0,1190319.2546822939,290656.88632364187,704222.4810537917,729532.001278335,818522.788406237,1027639.354938266,202965.19498219652,834878.2143709462,846671.7967764337,0,880092.3890936102,791099.0858604221,594665.4401144853,0,
6444,385.4139733843259,48.1088976666667,0,0,1595267.2811739573,0,2440256.535286946,0,0,0,0,4088437.7196499133,0,0,1664253.6442878628,0,0,2713171.4011905724,0,0,0,0,2638791.612784908,0,1776592.6171350654,0,0,0,0,0,0,1925080.0582169467,0,0,0,0,0,0,2929710.4287655205,0,0,0,0,3466755.682938357,0,0,0,0,0,0,0,0,
6446,848.7301274161487,65.60206883333332,0,0,1536180.6637105327,1626227.948582897,2053805.4953296816,0,0,0,1493965.882209896,2020284.394647164,2645437.0876167277,0,2968469.379114693,0,1306517.605434976,0,1503335.1100060937,0,1076166.454592667,1273922.28326039,2525175.4646879947,1347418.304870313,0,1734659.2475659803,1008035.2454532312,1899779.8120188534,2105857.621383541,838066.3770572254,0,0,0,2176478.6051715533,1642133.4816574892,2764890.919359103,0,0,1631566.6870539177,1393419.7497053687,0,1348068.6936673587,0,1435993.8955957198,0,0,1068868.7775487378,0,1421937.7150743394,1054607.3757016952,1697246.5027394323,2882065.748555695,
6451,1927.9194502172465,24.102409731182775,0,0,1087478.9099800899,0,0,2.2449528464673363E7,1.3035098837581001E7,0,3.931130108030751E7,0,0,1.7107645169132844E7,2.9789321795790385E7,6135984.015547942,0,0,1.185806606792647E7,9793800.30542517,6908749.188687622,2.1658199071691226E7,0,0,1.2186373871064153E7,0,0,0,3639189.7706266074,1.5006431434437433E7,1.808639785298719E7,0,5514895.079900491,1.5553708428165333E7,1.555265392641903E7,0,3191069.664906325,2.4768161346440163E7,1129223.0112318513,0,5.813484698756008E7,6448058.059382934,9489699.307109239,3514508.0169412326,5595739.543082873,6011356.611647265,1.046914480165377E7,0,485474.4550546031,2.7550087261924222E7,1.590806881090276E7,0,
6455,639.3188586851993,21.608795416666627,0,0,1794522.1911078221,0,1007430.3850586726,0,0,0,0,0,0,0,0,0,0,778157.4082460486,0,0,0,0,1118662.6627450292,0,0,0,0,0,0,0,0,1800194.9440359045,0,0,0,917195.6505366577,0,0,1761462.996218876,0,0,0,0,0,0,0,0,0,0,0,0,1073715.416802458,
6460,972.8903069123805,73.06328666666663,0,0,1556717.4948540267,0,0,0,4450564.2057295805,1727234.0726342103,2378009.438585937,1252263.742787251,2318593.4190464998,1180586.8673552934,0,0,4280568.486583286,0,0,0,2726273.0077330563,4479146.023564434,4354873.297141692,834121.6558916596,1995404.544762849,1627087.3637274988,2892922.669980982,1533049.4492371387,887255.7451179103,2381311.994318641,1164651.9816620708,0,1715631.9773833991,1596033.6894724856,3964073.99375078,0,1411646.6956127544,0,0,2130053.0774927284,987996.458911199,1634537.3756646009,477585.38965251605,0,1213812.2066964488,0,867476.6779557801,0,2176368.036333989,960944.8575941697,1884402.869038334,0,
6467,891.5283083318152,64.74198405405397,0,0,953758.064661328,1082840.8800730042,1102510.6106934561,1056588.1991356625,1548557.069417358,0,1151552.5761843487,0,770782.2417879251,1119200.1080641726,1186696.070562623,1390741.0080214725,1020738.8196046399,855990.712174635,1532477.2411941416,619983.1367347778,1084344.3526960772,1214239.3121093374,0,0,0,1063742.4813185355,1267871.438647539,0,814146.4436220652,1109786.1102310582,981314.5224732975,922299.1162412859,1200280.5893244413,1138364.3997665823,1100390.6303131366,1269178.4606477518,1185361.9694197576,1423121.8047662976,0,966120.653379271,819799.4010702026,1331542.9016307902,679515.740941372,0,0,853848.8387053339,775330.9604603663,639348.5963003719,547742.7785339633,0,975342.0278558935,0,
6468,794.6144322661034,53.6981579166665,0,0,1525134.6855588465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1754059.3108301086,0,0,0,1820328.6497252723,0,0,0,0,0,0,0,1579166.4048517612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6486,490.3151292906264,33.04077333333325,0,0,1593532.3900446317,0,2245172.075903376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643021.5286993433,0,0,0,0,0,0,1742633.1715706682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6493,375.14104746650486,3.3509024074075553,0,0,587314.4535057101,0,0,0,0,0,546699.2384867185,0,0,1053327.3553491994,0,0,0,0,0,0,0,0,696002.4539476212,0,0,0,0,0,0,0,0,0,0,0,0,0,666064.5432635748,0,0,0,708222.2239319333,0,759318.5872754155,0,0,0,0,0,833209.3491275521,693028.2398945899,0,0,
6504,680.4468582487838,15.961839791666668,0,0,1448254.0413336558,0,1591907.071601606,1279827.2593404779,0,1380033.3462660336,0,0,0,0,1365102.1784309633,1262309.6972821346,0,0,1085387.6971663374,1288706.1473120232,0,1097195.0705291254,0,2030709.5455654224,0,0,1291126.240171846,1302348.002391173,0,1312531.0316156966,0,1996670.0429336077,1495212.6117776476,1282100.76366963,0,0,1416691.587496302,0,1518255.0962161585,0,0,1282470.5502216879,1494266.8192909425,0,0,0,1389774.0659121757,1280718.9962223659,0,0,1228209.130023067,2082610.6318700917,
6511,461.23503757015,3.286095370370333,0,0,574719.911054042,0,852674.5803565742,0,0,0,0,661029.0571580082,0,1223381.9228702083,0,238265.1464952692,0,0,0,0,0,0,654289.6580493369,0,0,1321568.497200423,0,1046406.5541302523,2533029.6438606824,0,443901.84469518345,0,1277387.9975647987,1234252.0121737523,0,0,0,0,2406218.6128340005,0,0,1312931.6683499026,0,1514024.1484617589,0,2343446.356490045,1080874.1863328302,728131.8274587172,0,0,0,0,
6514,732.544756713813,18.067078095238145,0,0,1315223.441746203,0,2746581.7416278305,0,0,0,0,1257364.0402124927,1627263.393279637,0,1864343.3904583012,0,0,0,911284.7653955505,0,827495.0219237476,0,0,1386840.5818064318,0,1255733.2835154666,0,0,1228315.1692736172,0,1180202.5706264575,0,1182479.1177998951,1203782.0408741978,704448.4880125741,0,0,1292323.880597887,1057828.0581655065,0,0,923466.0352251884,0,0,1265184.420507486,0,0,2165448.7301269877,944022.3854557154,1339477.638861264,0,0,
6520,303.1811617850778,16.77262967948723,0,0,1840149.940580054,1500507.2765324083,2268095.5924636815,1141936.1316096147,0,0,1285462.0598541466,0,1503606.4813383315,0,0,0,0,1985550.6196707906,0,1567307.9822734129,1289966.5035730852,0,0,1589594.6167496063,0,1205086.8774153334,1154623.6989627117,1870241.3961410914,1761080.1985088326,1321290.9826439754,1709212.9800344536,1961688.672973372,1301902.5127198012,0,0,0,0,0,0,1325846.074940468,0,0,2016035.3287736308,1334359.0514749857,0,0,2029663.5465302386,0,1052890.4833762436,1866910.0462819794,788072.2019145074,2409427.30888326,
6526,509.2919307923611,3.9280371666666,0,0,1268926.5012830035,914754.6961384458,1313675.8882253626,824077.9064460372,0,0,967828.0403472285,0,1919334.6228603388,1589002.2633313118,740041.3949248049,0,0,0,0,770578.3951629658,1203152.4380124041,0,1814099.1428160744,0,0,0,0,0,0,844447.7554235434,0,1031683.7922458815,1572995.977443084,0,0,0,1578037.720202508,0,0,0,0,1488907.5981689554,2346792.1182410405,2121036.919604385,0,0,0,0,1309449.6805122306,1919041.9108452261,0,0,
6527,1147.9652330930462,68.74345645161291,0,0,1130749.701547281,0,1543378.9010008203,0,1066127.045382732,1415931.821647944,0,924624.9930335182,1617575.801883216,1789870.9653185115,1367499.4924343866,514457.21317298716,1573862.0045406409,0,371530.4279491668,0,1268824.7471844929,1357228.0971701653,0,1284747.971035367,0,1627227.866461869,1426990.0328305732,1137695.6319154561,0,0,1147406.1226134882,0,0,1132519.0756319214,0,0,1942091.0592467224,531755.9983712153,1669198.3796734551,0,825238.9864462799,998688.3523517413,0,0,848812.0534940864,934732.9484320702,808911.8472323152,0,1726371.636151896,1211747.2218352677,1852897.3296015044,950073.0266423924,
6530,1479.0558573011458,51.02975152777784,0,0,1250595.6637988528,889621.8820431015,0,0,0,0,0,0,0,0,946347.7207511434,0,663020.656862735,672736.4374111401,0,0,0,0,1418705.9142463848,467933.7312968026,0,0,0,0,879315.2138236396,0,0,0,0,0,0,1086720.220835701,0,886394.8989079089,0,0,0,660471.2476952731,0,0,0,0,0,0,0,0,680876.8244500908,0,
6544,334.33050376285496,30.047744166666497,0,0,1136636.545395261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438185.3516974514,0,0,0,0,0,0,0,0,0,0,0,0,0,717086.4609348243,0,0,0,0,0,0,0,0,0,0,0,0,589408.8651045598,
6545,430.24235288266857,8.807529333333198,0,0,1082349.9737244137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3126735.7890958185,0,0,0,0,0,0,0,0,0,0,0,0,2292436.815719961,0,0,0,0,0,0,0,0,0,0,1988450.9469449478,0,0,1967023.713284634,0,0,0,0,0,
6548,1149.955984197479,66.8710051388889,0,0,1137663.3214521357,0,1373234.7174438948,0,0,0,0,0,0,0,1225002.2657833158,563816.0903759522,1590659.5691226253,0,439669.08962771273,475568.5157242335,0,616615.4203825842,0,0,0,0,0,0,0,0,0,1060880.1573186992,0,0,0,0,0,405447.9716010488,0,0,0,0,0,0,0,390589.0274615203,0,0,503527.6037436672,0,0,0,
6560,362.33830276525345,48.103449743589685,0,0,1281954.3998415421,0,1255309.0084652095,0,0,0,1459704.5214716243,2320852.647062946,0,0,1143622.320488731,0,1179989.2490407622,1439756.6775510476,0,1268356.9930190737,0,0,1111049.2526629048,0,0,0,0,0,0,0,0,1064290.1461335171,0,0,0,1046848.1743397778,0,1320642.6425541078,0,0,0,0,0,0,0,0,2678225.247003381,0,0,0,0,0,
6564,1350.0732025369352,46.141074841269855,0,0,1241989.1127195568,955024.9332730874,0,0,0,0,744793.9014346906,1258241.6611356176,0,0,0,0,0,842694.7875369001,0,0,0,0,0,1364773.4732303892,992848.6443941338,798933.3249450449,0,0,1036837.3893607549,0,1173488.1456522045,820678.147397821,1304409.3627469663,595756.7045128604,871775.9087092517,946056.1776119651,0,744337.2904625264,0,0,714970.6375395026,1003334.9887756789,897900.2628210579,0,0,0,1044045.0137716009,0,0,1454049.868177029,0,0,
6567,522.5227754291056,54.73974649425283,0,0,1013393.341324587,898779.3444049159,0,2085774.640335349,2014770.5307446616,1079222.4584983622,933640.7842525444,918174.6346555642,1456018.6328505983,0,1181724.1083932908,1121374.7379544687,633500.4902085345,900205.5530331242,897784.1814726876,1087620.2499366687,0,1318764.8312501183,1321172.2846352633,756055.9025483807,1090855.718404542,0,0,0,1353226.0169464052,835657.043269315,0,0,1732036.228932878,0,3227628.8284572503,706976.6668389036,0,0,1595104.7312893453,0,0,1047095.606388253,0,0,0,0,1556608.220123289,0,0,1560328.9066945335,1330631.446656461,1338315.895387622,
6573,418.2444623232161,15.298510757575729,0,0,1634216.3836529597,0,1491855.6044250834,0,0,1480636.4685532227,1108247.6053360782,0,0,1081430.885329597,0,0,1246178.337936308,0,0,1009262.6277694016,0,934877.53979197,0,0,1142953.154320239,0,0,1591567.896512679,1592065.867448783,0,1044014.551177471,1231156.3273013688,0,954177.1185631801,891346.7657090289,0,0,0,0,0,1113133.1483803433,1106853.6792679841,1454746.578848119,1862817.2194853006,1058398.5092915648,0,0,1421996.226137423,0,1625279.9265291055,0,0,
6594,598.4513547794018,20.755121093749903,0,0,1164390.3318136432,1147838.3487420576,0,827340.7008413384,643937.9793660492,928960.5135529732,1285881.4205917798,907130.5808400122,0,796327.6227171955,0,891825.836350793,0,0,764875.7019990378,0,881909.0022314452,781408.7812777301,1367530.513255689,0,0,1021300.1039223245,853495.3170157291,890830.3981149909,1061032.7424046851,0,976782.2658952225,977290.9993550434,923341.9990950868,0,609288.082525138,1134110.0705552695,0,932282.7808977551,985368.9473112139,1009748.9887555703,0,858413.812215925,1062795.7235221583,1324477.0746410724,834453.6205957402,1125664.548192364,0,0,0,1117501.6065771175,773141.2207445054,0,
6605,661.4352183064165,49.44515142857143,0,0,1419217.019930206,0,0,0,0,0,0,0,0,0,0,0,0,0,1338993.2227444944,0,2220230.442723773,0,1745626.1031286109,0,1442806.2062687317,0,0,0,0,0,0,1219181.2655749014,0,0,0,0,0,1376547.900674953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6610,697.3723755866612,21.638168888888888,0,0,1298519.46717645,0,691020.0910335514,0,0,564112.9673580367,0,0,0,0,0,0,0,0,0,4601879.167396679,0,0,0,0,0,0,0,903099.1788228243,0,0,0,0,0,0,0,763969.6015741837,0,0,923775.6777428663,0,0,0,0,0,0,2814984.6484040515,0,0,0,0,0,624704.407946986,
6615,776.2649689447504,65.62683095959595,0,0,751148.2709542478,0,681274.6873989799,0,949731.0057884817,0,0,1944246.2880351013,0,1546211.9770054487,2228646.2787554874,0,446575.6134716014,0,0,0,0,1664448.5598408363,0,3683447.897014682,0,1653961.1711505505,1832586.0404595188,1979697.2759098632,1709970.846938584,1902183.875302923,1920613.0227006783,0,1305248.7493704304,795113.9852919626,0,767485.9567890408,1380025.966451554,0,1492676.8838791375,2770334.836542377,670990.493266913,1197372.8305826217,1450531.8355682837,1661801.5408666495,880496.29251605,1808514.1146879473,1379833.362525787,1201379.8194972908,1236931.000482323,2983968.062137968,1407202.836701837,1909263.1092535234,
6619,452.4810078952226,65.39677388888883,0,0,1063954.2142434549,0,1193736.7501312636,959719.396374656,2098018.544466225,0,0,0,0,0,1152369.380346933,0,0,0,0,1116996.8049930315,2171874.3339091884,0,1096586.8888795136,2764955.133646229,0,0,2134880.430685314,0,0,0,0,0,0,0,0,935355.7878577255,0,1079887.9100204986,3429095.425309303,0,0,0,0,3204945.6691774083,0,0,3525143.560851308,2692117.7793974346,0,3878264.241021427,0,3877230.718008711,
6624,342.1576767108434,6.088791428571405,0,0,579016.0318463715,563887.4808860854,582892.3648916834,380892.83105058334,357342.8182080142,429360.5515326772,864406.20350284,448144.4605841923,525762.0549333425,413252.34429619426,490620.5723824217,513719.12647710997,538317.9698542869,701149.9048966916,0,593329.2247417339,478122.44767726527,399417.363087966,0,663315.0094106211,477163.64634265343,603992.7932715233,473424.1941423874,496183.6841648401,560051.5952429601,492281.8666100493,0,530459.8632421064,497581.51569419727,518804.62251174194,274868.33665545913,681444.0170114806,460431.28127004777,658028.866260473,582144.6268115034,0,628910.8617011302,0,688166.734910836,504058.0688586923,567141.6241826413,616672.4844169983,683636.3238436234,543885.4072411943,440483.4228062852,628284.9375597499,457478.54356750904,0,
6629,595.5140789908218,27.67016789855061,0,0,1285235.4354268727,640230.365175213,747897.2498797411,0,0,0,0,0,526516.761303363,0,0,0,0,647777.2522687751,513428.7656488568,0,0,606974.9216476702,1079488.682029857,0,0,929756.4936807896,564296.5076886693,0,0,0,603322.8641754277,0,575040.8294473119,0,0,691001.4905078599,1051190.4868505194,467588.3901552005,0,0,1150361.6134998626,588457.5146088497,0,1097718.5950073902,0,473887.36930339155,650622.5325644094,0,781865.8442091304,0,391275.74225302855,942219.4414450373,
6630,583.5641267076696,65.70877681818182,0,0,816350.3578227453,0,656466.9852280257,0,1525567.360995956,0,676574.0918196609,0,0,1040078.4533727798,968367.3335176705,0,862219.2703483526,1170841.21723685,1050672.731391582,0,443709.320824677,1966300.0680145766,871595.8738363353,0,800935.960983606,486649.5130457028,0,0,0,0,0,849591.5136136531,0,787640.8958829861,1660293.4178969658,1331265.1674291603,0,2532615.7607293646,0,0,0,0,539090.7226293886,0,0,949956.6176228286,0,782647.2108964894,0,0,0,0,
6639,1472.0963462278712,53.958142111111066,0,0,1000449.9017253558,1187919.1968455848,0,0,477181.77352340554,0,0,0,641900.313575201,0,0,0,0,1187139.1570499777,0,0,0,984455.0317892953,0,0,0,0,0,0,0,0,0,1086672.4298495452,1401350.792280317,0,1173617.832065208,0,0,0,652439.0302470053,0,453896.6590850897,729336.9845198455,0,461041.75652778376,1877838.7322182765,0,0,0,0,0,788869.8335062359,0,
6643,914.6286164342299,23.850234375,0,0,1032495.4721931962,0,899993.3461937604,589468.345135536,0,0,865036.4921296568,0,927964.3703042547,0,929269.18163002,0,0,0,525509.465935396,790476.9632628722,658795.8729208835,0,0,890476.7593324146,652632.3122003947,0,0,808690.5394850263,922314.1135209374,0,0,0,0,0,530910.1607299276,0,0,528603.930074192,0,0,0,713633.6708949083,1006002.5693306467,904279.4717518187,633005.2203123145,782797.9380918528,827745.5924366332,0,0,986024.9906784508,695897.4194425881,1131895.9910407574,
6649,329.35190376648535,30.79699666666672,0,0,1303433.1833966381,0,0,777690.541290024,0,0,0,0,0,0,0,0,0,1433579.5469242781,0,1145891.302962615,0,0,0,0,1906665.1107630513,0,0,0,0,0,0,0,0,0,0,1159966.6865015957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800540.225769916,
6666,1259.1321569848362,72.11590208333351,0,0,704434.8510014802,1858601.331011504,1898750.6330703087,0,0,1505263.692850063,1651864.0009424107,0,0,0,671176.6811918614,828692.4067056103,1611359.7574308887,2972878.446942657,0,0,0,0,1749228.1595903796,0,0,0,0,0,0,0,0,609071.4520483783,0,0,0,2582504.4089549747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6678,596.6595219261698,74.12022380952386,0,0,1015808.2785098575,0,0,787440.5075186099,0,0,0,0,0,0,1159548.0480898034,0,0,0,1547819.9654230932,692436.2142925867,0,0,1818164.225361753,0,642057.4188233636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6681,460.31854407078566,18.907176250000003,0,0,983144.1315285184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770546.1865969901,0,644792.8267184925,0,0,0,0,0,0,0,0,746622.1506607354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6691,510.55021100189776,63.78484539682537,0,0,783584.9764632048,1167735.6278996046,1082656.903677704,1075653.5036795952,0,6246573.5021466445,1160074.3864226157,4871448.603125561,1589649.449988258,0,737787.7086869929,950644.6490017168,606276.4215460647,978679.9874399764,1019660.9699782076,1092655.8687356277,3077305.721998111,2904672.0148574235,923249.9744872028,4120574.2789796256,1274820.2599940558,6345293.349834339,2765401.713322024,7125566.59419864,4230085.405640869,2667678.4384137383,0,833293.4735878265,0,0,8088627.142692248,1009491.6333205256,6510416.425863193,0,5289737.50962643,2994715.8600036097,6159900.737096526,6408166.1573536,6866187.439006761,6761674.113682964,6665961.3462890405,3655009.9062333456,8577624.293954073,5896055.993688501,6201538.683946685,9251785.221147768,6693555.14321562,7106725.410856471,
